report_date,cookie_id,customer_id,ga_session_id,event_timestamp,search_term,search_result,after_search_click_timestamp,product_sku
2023-12-06,1793401965.1698187214,8498,1701881887,2023-12-06 08:58:43,win america,exist search result,,
2023-12-06,1426679097.1691425520,1601,1701881902,2023-12-06 08:59:18,pomegranate extract,exist search result,2023-12-06 08:59:27,106753-BANNERBIO-11353
2023-12-06,1597163498.1670040715,747,1701881903,2023-12-06 08:59:34,cal pan,exist search result,,
2023-12-06,711305614.1691608816,20441,1701881807,2023-12-06 09:00:13,potassium chloride,exist search result,2023-12-06 09:00:32,108886-LYGJINGYUE-10106
2023-12-06,711305614.1691608816,20441,1701881807,2023-12-06 09:00:13,potassium chloride,exist search result,2023-12-06 09:07:04,108886-LYGJINGYUE-10106
2023-12-06,711305614.1691608816,20441,1701881807,2023-12-06 09:00:13,potassium chloride,exist search result,2023-12-06 09:07:45,107246-LYGJINGYUE-10106
2023-12-06,781809934.1701881565,(not set),1701881565,2023-12-06 09:02:22,ice cream cake,exist search result,,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:03:23,astaxanthin,exist search result,2023-12-06 09:04:42,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:03:23,astaxanthin,exist search result,2023-12-06 09:07:43,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:03:23,astaxanthin,exist search result,2023-12-06 09:04:04,
2023-12-06,854385158.1699390146,928,1701881440,2023-12-06 09:04:38,lions mane,exist search result,,
2023-12-06,852057234.1701123390,222,1701880140,2023-12-06 09:05:07,Magnesium (as Di-Magnesium Malate),exist search result,,
2023-12-06,854385158.1699390146,928,1701881440,2023-12-06 09:05:15,shilajit,exist search result,,
2023-12-06,854385158.1699390146,928,1701881440,2023-12-06 09:05:20,meshima,exist search result,,
2023-12-06,1979919515.1700602648,987,1701881041,2023-12-06 09:05:53,Xantan,no search result,,
2023-12-06,861080322.1669826286,13814,1701882353,2023-12-06 09:06:03,beta glucans,exist search result,,
2023-12-06,1462560736.1595957636,14787,1701882376,2023-12-06 09:06:18,lions mane,exist search result,,
2023-12-06,1296606523.1666210459,888,1701872441,2023-12-06 09:06:23,ERGOCALCIFEROL,exist search result,,
2023-12-06,1979919515.1700602648,987,1701881041,2023-12-06 09:06:50,xanta,no search result,,
2023-12-06,1979919515.1700602648,987,1701881041,2023-12-06 09:07:25,xantham gum,exist search result,,
2023-12-06,1462560736.1595957636,14787,1701882376,2023-12-06 09:07:36,bacopa,exist search result,,
2023-12-06,108979563.1701721026,360,1701882078,2023-12-06 09:08:44,106114-111-10575-11850,exist search result,2023-12-06 09:08:51,106103-WORLDBESTVE-11850
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:09:34,zeaxanthin,exist search result,2023-12-06 09:12:23,108796-KINGSCI-10738
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:09:34,zeaxanthin,exist search result,2023-12-06 09:12:30,33212-KINGSCI-10738
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:09:34,zeaxanthin,exist search result,2023-12-06 09:12:50,25900-KINGSCI-10738
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:09:34,zeaxanthin,exist search result,2023-12-06 09:11:40,108796-KINGSCI-10738
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:09:34,zeaxanthin,exist search result,2023-12-06 09:12:08,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:09:34,zeaxanthin,exist search result,2023-12-06 09:10:50,
2023-12-06,1305225951.1689871875,18061,1701882603,2023-12-06 09:10:09,saffron,exist search result,2023-12-06 09:10:12,18030-MONTELOEDER-11851
2023-12-06,1462560736.1595957636,14787,1701882376,2023-12-06 09:11:05,siberian ginseng,exist search result,2023-12-06 09:11:41,86540-TRG-11248
2023-12-06,1802616197.1696863036,239,1701882742,2023-12-06 09:12:35,creatine,exist search result,2023-12-06 09:12:52,37700-NINGXIA-10106
2023-12-06,1025964543.1700495990,1837,1701882773,2023-12-06 09:13:00,manganese sulfate,exist search result,,
2023-12-06,861080322.1669826286,13814,1701882353,2023-12-06 09:13:18,cordyceps,exist search result,,
2023-12-06,1275025618.1638545845,3147,1701882771,2023-12-06 09:13:22,AceCel 101 (Microcrystalline Cellulose 101 USP) by Sigachi,exist search result,2023-12-06 09:13:25,33802-SIGACHI-11403
2023-12-06,861080322.1669826286,13814,1701882353,2023-12-06 09:13:51,shitake,exist search result,,
2023-12-06,711305614.1691608816,20441,1701881807,2023-12-06 09:14:06,theobromine,exist search result,2023-12-06 09:14:29,106887-000-10735-12309
2023-12-06,2063055435.1648149822,13022,1701882833,2023-12-06 09:14:09,calcium carboante,exist search result,,
2023-12-06,2063055435.1648149822,13022,1701882833,2023-12-06 09:14:32,calcium carboante,exist search result,,
2023-12-06,347945163.1701810666,21817,1701882516,2023-12-06 09:14:43,ochra,no search result,,
2023-12-06,347945163.1701810666,21817,1701882516,2023-12-06 09:15:11,ochra,no search result,2023-12-06 09:21:39,108764-MUEGGEN-12533
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:18:52,41139-INGREDIONCAN-99999
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:18:57,41139-INGREDIONCAN-99999
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:19:03,41139-INGREDIONCAN-99999
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:46:11,107968-YUWANG-11618
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:16:51,41121-YOSIN-11806
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:19:05,41139-INGREDIONCAN-99999
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:19:59,41125-YOSIN-11806
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:18:13,41142-INGREDIONCAN-99999
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:48:18,41125-QIMEI-11712
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:55:27,41125-QIMEI-11712
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:53:02,41122-YOSIN-11806
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:50:26,107966-YUWANG-11618
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:50:18,41125-QIMEI-11712
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:46:38,41125-QIMEI-11712
2023-12-06,1884972372.1625530407,12082,1701882982,2023-12-06 09:16:24,pea protein,exist search result,2023-12-06 09:48:44,105994-YOSIN-11806
2023-12-06,347945163.1701810666,21817,1701882516,2023-12-06 09:17:16,Ochra Extract,exist search result,,
2023-12-06,421716469.1701882953,15959,1701882952,2023-12-06 09:17:21,navy bean flour,exist search result,,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:17:29,lutein,exist search result,,
2023-12-06,1462560736.1595957636,14787,1701882376,2023-12-06 09:18:39,lions mane,exist search result,2023-12-06 09:18:49,109352-CSHEKING-12329
2023-12-06,346632870.1597934825,1834,1701883097,2023-12-06 09:18:48,Maltodextrin DE15-20 (NON-GMO ,exist search result,2023-12-06 09:18:53,84800-BAOLINGBAO-11648
2023-12-06,1793401965.1698187214,8498,1701881887,2023-12-06 09:19:38,protein powder,exist search result,2023-12-06 09:23:41,99371-MBS-99999
2023-12-06,1470746349.1697477563,15537,1701883187,2023-12-06 09:19:49,tryptophan,exist search result,,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:20:35,collagen,exist search result,2023-12-06 09:21:51,69584-CERTIFIEDNUTRA-11456
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:20:35,collagen,exist search result,2023-12-06 09:22:48,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:20:35,collagen,exist search result,2023-12-06 09:20:49,108778-ATHOS-12773
2023-12-06,1268652247.1687981916,8182,1701883218,2023-12-06 09:20:55,saw palmetto oil,exist search result,,
2023-12-06,347945163.1701810666,21817,1701882516,2023-12-06 09:20:58,okra,exist search result,,
2023-12-06,677049054.1638910309,13781,1701883266,2023-12-06 09:21:14,reishi,exist search result,2023-12-06 09:22:43,108464-CSCOMEXT-12292
2023-12-06,347945163.1701810666,21817,1701882516,2023-12-06 09:21:28, bhindi,exist search result,,
2023-12-06,1696018102.1673462754,20428,1701883287,2023-12-06 09:21:29,glucosamine hcl,exist search result,,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:21:41,collagen eggshell membrane,exist search result,,
2023-12-06,1182192913.1701877241,(not set),1701883306,2023-12-06 09:21:47,CARAMEL COLOR,exist search result,,
2023-12-06,861080322.1669826286,13814,1701882353,2023-12-06 09:22:44,reishi,exist search result,,
2023-12-06,1444707660.1680996878,3056,1701882954,2023-12-06 09:23:03,imulin,no search result,,
2023-12-06,861080322.1669826286,13814,1701882353,2023-12-06 09:23:15,lions mane,exist search result,,
2023-12-06,1444707660.1680996878,3056,1701882954,2023-12-06 09:23:18,inulin,exist search result,2023-12-06 09:23:44,97142-NBFDS-11818
2023-12-06,463240133.1700503636,9616,1701883206,2023-12-06 09:23:23,"Hi Contact: First name​,  I saw on your website that you are using (Insert Ingredients) for your pro",no search result,,
2023-12-06,463240133.1700503636,9616,1701883206,2023-12-06 09:23:36,turmeric powder,exist search result,2023-12-06 09:23:42,
2023-12-06,347945163.1701810666,21817,1701882516,2023-12-06 09:24:43,Abelmoschus esculentus,exist search result,,
2023-12-06,861080322.1669826286,13814,1701882353,2023-12-06 09:24:50,turkey tail,exist search result,,
2023-12-06,1444707660.1680996878,3056,1701882954,2023-12-06 09:24:50,Vitamin E,exist search result,2023-12-06 09:26:17,79600-XCNHU-99999
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:25:12,collagen,exist search result,2023-12-06 09:25:37,106201-WFCOLLAGEN-12240
2023-12-06,1506194014.1700596973,21269,1701883529,2023-12-06 09:25:31,Ningbo Jildan Health Science and Technology,exist search result,,
2023-12-06,246498670.1574112467,647,1701883551,2023-12-06 09:25:53,Calcium Citrate,exist search result,2023-12-06 09:26:02,67010-RZBC-999
2023-12-06,1323321673.1701883532,(not set),1701883533,2023-12-06 09:26:12,lulo fruit,exist search result,2023-12-06 09:26:47,106107-LONGZE-11284
2023-12-06,246498670.1574112467,647,1701883551,2023-12-06 09:26:39,Calcium Citrate,exist search result,2023-12-06 09:28:52,67010-RZBC-999
2023-12-06,861080322.1669826286,13814,1701882353,2023-12-06 09:27:06,chaga,exist search result,,
2023-12-06,788110492.1699388846,(not set),1701883659,2023-12-06 09:27:45,shilajit,exist search result,2023-12-06 09:27:51,109203-NOVEL-12874
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:27:59,probiotic blend,exist search result,2023-12-06 09:28:21,109675-PURNSM-66729
2023-12-06,1963957606.1695219906,9616,1701883698,2023-12-06 09:28:18,pure cane sugar,exist search result,,
2023-12-06,1755767356.1701883673,(not set),1701883672,2023-12-06 09:28:30,solanum quitoense,exist search result,,
2023-12-06,677049054.1638910309,13781,1701883266,2023-12-06 09:28:56,Chaga Mushroom Powder by Xi'an Herbs Valley,exist search result,2023-12-06 09:28:59,109315-XAHVBT-12809
2023-12-06,789664236.1663107124,15250,1701883604,2023-12-06 09:29:15,Sacha Inchi,exist search result,2023-12-06 09:29:18,108682-ABBOTT-12758
2023-12-06,550044642.1603300262,647,1701883756,2023-12-06 09:29:18,Annatto,no search result,,
2023-12-06,1323321673.1701883532,(not set),1701883533,2023-12-06 09:29:33,SOLANUM QUITOENSE FRUIT EXTRACT,exist search result,,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:29:58,korean ginseng,exist search result,2023-12-06 09:32:23,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:29:58,korean ginseng,exist search result,2023-12-06 09:30:50,109274-XAHVBT-12809
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:29:58,korean ginseng,exist search result,2023-12-06 09:31:27,109275-XAHVBT-12809
2023-12-06,550044642.1603300262,647,1701883756,2023-12-06 09:30:10,Chlorella,exist search result,,
2023-12-06,1257874133.1701873312,13012,1701883833,2023-12-06 09:30:33,calcium lysinate,exist search result,2023-12-06 09:30:39,19111-NUTRISOLLLC-99999
2023-12-06,550044642.1603300262,647,1701883756,2023-12-06 09:30:34,Banana,exist search result,,
2023-12-06,677049054.1638910309,13781,1701883266,2023-12-06 09:31:47,lion's mane,exist search result,2023-12-06 09:31:57,109094-XAHVBT-12809
2023-12-06,1046686984.1644270982,9173,1701883845,2023-12-06 09:31:48,Vitamin D (cholecalciferol),exist search result,2023-12-06 09:32:06,22244-TZHISOUND-11738
2023-12-06,1213584511.1599235499,6062,1701883907,2023-12-06 09:31:52,whey protein,exist search result,,
2023-12-06,861080322.1669826286,13814,1701882353,2023-12-06 09:32:21,garlic,exist search result,,
2023-12-06,350862529.1689014641,9616,1701883970,2023-12-06 09:32:52,turmeric coloring,exist search result,2023-12-06 09:37:00,109143-EUROING-99999
2023-12-06,1257874133.1701873312,13012,1701883833,2023-12-06 09:33:51,calcium aspartate,exist search result,,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:34:15,astralagus,,,
2023-12-06,92478487.1664554045,4968,1701884062,2023-12-06 09:34:43,Turmeric Root Powder,exist search result,2023-12-06 09:36:21,
2023-12-06,789664236.1663107124,15250,1701883604,2023-12-06 09:35:06,41121-235-10560-11806,no search result,,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:35:17,astragalus,exist search result,2023-12-06 09:37:30,106722-KINGSCI-10738
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:35:17,astragalus,exist search result,2023-12-06 09:40:35,108371-METBIO-12626
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:35:17,astragalus,exist search result,2023-12-06 09:35:42,59410-TRG-11248
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:35:17,astragalus,exist search result,2023-12-06 10:07:14,108371-METBIO-12626
2023-12-06,789664236.1663107124,15250,1701883604,2023-12-06 09:35:30,Pea Protein Isolate,exist search result,2023-12-06 09:35:38,
2023-12-06,1046686984.1644270982,9173,1701883845,2023-12-06 09:35:55,Folate (L-5 Methyltetrahydrofolate),no search result,,
2023-12-06,1046686984.1644270982,9173,1701883845,2023-12-06 09:36:28,Folate,exist search result,,
2023-12-06,1646079267.1701719635,8573,1701884150,2023-12-06 09:36:38,magnesium,exist search result,,
2023-12-06,360833016.1701884229,(not set),1701884228,2023-12-06 09:37:30,propolise,exist search result,,
2023-12-06,108019751.1687983737,19701,1701884211,2023-12-06 09:37:32,Goat Milk Powder,exist search result,,
2023-12-06,360833016.1701884229,9653,1701884228,2023-12-06 09:37:42,propolise,exist search result,2023-12-06 09:52:07,106826-XIANZHILOU-12159
2023-12-06,1646079267.1701719635,8573,1701884150,2023-12-06 09:37:53,magnesium,exist search result,,
2023-12-06,108019751.1687983737,19701,1701884211,2023-12-06 09:38:16,Goat Milk,exist search result,2023-12-06 09:39:15,
2023-12-06,350862529.1689014641,9616,1701883970,2023-12-06 09:38:32,annato,no search result,,
2023-12-06,350862529.1689014641,9616,1701883970,2023-12-06 09:38:42,annatto,no search result,,
2023-12-06,1444707660.1680996878,3056,1701882954,2023-12-06 09:39:09,glucosamine,exist search result,,
2023-12-06,1646079267.1701719635,8573,1701884150,2023-12-06 09:39:19,matcha,exist search result,,
2023-12-06,1122635106.1699982956,15537,1701884358,2023-12-06 09:39:45,cellulose,exist search result,2023-12-06 09:42:12,109058-EUROING-12639
2023-12-06,1122635106.1699982956,15537,1701884358,2023-12-06 09:39:45,cellulose,exist search result,2023-12-06 09:39:54,33802-SIGACHI-11403
2023-12-06,350862529.1689014641,9616,1701883970,2023-12-06 09:39:49,annatto,no search result,,
2023-12-06,1646079267.1701719635,8573,1701884150,2023-12-06 09:39:51,maca,exist search result,,
2023-12-06,1444707660.1680996878,3056,1701882954,2023-12-06 09:40:00,chondroitin sulfate,exist search result,,
2023-12-06,1646079267.1701719635,8573,1701884150,2023-12-06 09:40:29,black maca,exist search result,,
2023-12-06,1476000961.1688151759,20248,1701882082,2023-12-06 09:40:32,serrapeptase,exist search result,,
2023-12-06,173015059.1681494770,10747,1701884448,2023-12-06 09:40:53,shilajit 40%,exist search result,,
2023-12-06,1046686984.1644270982,9173,1701883845,2023-12-06 09:40:55,L-5 Methyltetrahydrofolate,no search result,,
2023-12-06,1646079267.1701719635,8573,1701884150,2023-12-06 09:40:58,black maca,exist search result,,
2023-12-06,173015059.1681494770,10747,1701884448,2023-12-06 09:41:07,shilajit 40%,exist search result,2023-12-06 09:41:09,85419-NOVEL-12874
2023-12-06,1646079267.1701719635,8573,1701884150,2023-12-06 09:41:09,black maca,exist search result,2023-12-06 09:41:14,107138-CSCOMEXT-12292
2023-12-06,1046686984.1644270982,9173,1701883845,2023-12-06 09:41:45,folic acid,exist search result,2023-12-06 09:41:56,108052-TIANXIN-12542
2023-12-06,108019751.1687983737,19701,1701884211,2023-12-06 09:41:55,Goat Milk Powder bulk,exist search result,,
2023-12-06,1646079267.1701719635,8573,1701884150,2023-12-06 09:42:09,oyster,exist search result,2023-12-06 09:42:30,99733-TAIAIPEPTIDE-99999
2023-12-06,1046686984.1644270982,9173,1701883845,2023-12-06 09:42:39,Vitamin b12 (methycobalamin),exist search result,,
2023-12-06,789664236.1663107124,15250,1701883604,2023-12-06 09:42:46,SACHA INCHI,exist search result,,
2023-12-06,173015059.1681494770,10747,1701884448,2023-12-06 09:42:48,shilajit 40%,exist search result,2023-12-06 09:44:08,85419-NOVEL-12874
2023-12-06,1050392813.1689266607,17335,1701884561,2023-12-06 09:43:01,calcium stearate,exist search result,,
2023-12-06,1646079267.1701719635,8573,1701884150,2023-12-06 09:43:02,peptide,exist search result,,
2023-12-06,271186428.1701884511,(not set),1701884511,2023-12-06 09:43:37,lion's mane,exist search result,,
2023-12-06,271186428.1701884511,(not set),1701884511,2023-12-06 09:43:42, lion's mane,exist search result,,
2023-12-06,271186428.1701884511,(not set),1701884511,2023-12-06 09:44:03, lion's mane,exist search result,2023-12-06 09:44:07,109017-XAHVBT-128
2023-12-06,271186428.1701884511,(not set),1701884511,2023-12-06 09:44:03, lion's mane,exist search result,2023-12-06 09:45:11,91804-ZJBIOSAN-11625
2023-12-06,271186428.1701884511,(not set),1701884511,2023-12-06 09:44:03, lion's mane,exist search result,2023-12-06 09:44:46,109017-XAHVBT-128
2023-12-06,1296606523.1666210459,888,1701884645,2023-12-06 09:44:10,Phenylalanine,exist search result,,
2023-12-06,1296606523.1666210459,888,1701884645,2023-12-06 09:45:00,methionine,exist search result,2023-12-06 09:45:11,80200-HBCHANGHAO-99999
2023-12-06,1296606523.1666210459,888,1701884645,2023-12-06 09:45:41,trypto,exist search result,,
2023-12-06,1296606523.1666210459,888,1701884645,2023-12-06 09:46:45,histidine,exist search result,2023-12-06 09:47:28,11831-CJINDONESIA-11370
2023-12-06,789664236.1663107124,15250,1701883604,2023-12-06 09:47:06,CARROT,exist search result,2023-12-06 09:47:25,97390-QIMEI-11712
2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:47:48,creatine,exist search result,2023-12-06 09:49:27,108107-HITECH-10260
2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:47:48,creatine,exist search result,2023-12-06 09:48:40,37700-NINGXIA-10106
2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:47:48,creatine,exist search result,2023-12-06 09:48:52,26080-NINGXIA-10106
2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:47:48,creatine,exist search result,2023-12-06 09:48:10,108107-HITECH-10260
2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:47:48,creatine,exist search result,2023-12-06 09:47:54,108187-HITECH-10260
2023-12-06,271186428.1701884511,(not set),1701884511,2023-12-06 09:48:13,reishi,exist search result,2023-12-06 09:48:18,108911-XAHVBT-12809
2023-12-06,271186428.1701884511,(not set),1701884511,2023-12-06 09:48:13,reishi,exist search result,2023-12-06 09:48:36,107741-HERBGREEN-11703
2023-12-06,1046686984.1644270982,9173,1701883845,2023-12-06 09:49:05,cholecalciferol,exist search result,,
2023-12-06,737534650.1698671149,21503,1701884966,2023-12-06 09:49:27,106711,exist search result,2023-12-06 09:49:32,106711-HITECH-10260
2023-12-06,1690767832.1678325902,4093,1701884952,2023-12-06 09:49:35,tonkat,no search result,,
2023-12-06,301570449.1697138315,(not set),1701884979,2023-12-06 09:49:39,grains,exist search result,,
2023-12-06,1853364030.1684171175,15106,1701884915,2023-12-06 09:49:51,Acid maltase,exist search result,,
2023-12-06,1690767832.1678325902,4093,1701884952,2023-12-06 09:50:05,tongkat,exist search result,2023-12-06 09:51:03,109852-CSHEKING-12329
2023-12-06,641513993.1686605652,14925,1701885040,2023-12-06 09:50:56,mct oil powder,exist search result,,
2023-12-06,1853364030.1684171175,15106,1701884915,2023-12-06 09:51:03,Pectinase,no search result,,
2023-12-06,185915010.1701365435,13510,1701885142,2023-12-06 09:52:24,hypromellose,exist search result,2023-12-06 09:53:44,33784-SUNHERE-11648
2023-12-06,185915010.1701365435,13510,1701885142,2023-12-06 09:52:24,hypromellose,exist search result,2023-12-06 09:52:48,33785-SUNHERE-99999
2023-12-06,173015059.1681494770,10747,1701884448,2023-12-06 09:52:47, Ashwagandha Extract 5%,exist search result,2023-12-06 09:53:21,93806-NATURABIO-11574
2023-12-06,173015059.1681494770,10747,1701884448,2023-12-06 09:52:47, Ashwagandha Extract 5%,exist search result,2023-12-06 09:52:59,107889-HITECH-10260
2023-12-06,360833016.1701884229,9653,1701884228,2023-12-06 09:52:49,propolis,exist search result,2023-12-06 09:53:37,
2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:52:49,milk thistle,exist search result,2023-12-06 09:52:59,108389-JXHK-12270
2023-12-06,360833016.1701884229,9653,1701884228,2023-12-06 09:52:49,propolis,exist search result,2023-12-06 09:52:57,107962-000-10790-12343
2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:52:49,milk thistle,exist search result,2023-12-06 09:54:49,109312-NOVEL-12874
2023-12-06,1046686984.1644270982,9173,1701883845,2023-12-06 09:53:43,magnesium bisglycinate chelate,exist search result,2023-12-06 09:53:59,62100-PENGLAI-99999
2023-12-06,1554146859.1689890548,20439,1701884740,2023-12-06 09:53:52,part 933,exist search result,,
2023-12-06,1554146859.1689890548,20439,1701884740,2023-12-06 09:54:13,citric Acid,exist search result,2023-12-06 09:57:40,63800-SUNSHINE-10062
2023-12-06,422137280.1701885197,21822,1701885197,2023-12-06 09:54:33,psyllium,exist search result,,
2023-12-06,422137280.1701885197,21822,1701885197,2023-12-06 09:54:42,psyllium,exist search result,2023-12-06 09:55:42,15901-NOVEL-12874
2023-12-06,422137280.1701885197,21822,1701885197,2023-12-06 09:54:58,psyllium,exist search result,,
2023-12-06,945780799.1701885305,659,1701885304,2023-12-06 09:55:54,Lutein 5% (from marigolds),exist search result,2023-12-06 10:00:34,23950-KINGSCI-10738
2023-12-06,1785923839.1690413535,(not set),1701885369,2023-12-06 09:56:18,inositol,exist search result,,
2023-12-06,1982520804.1634833261,8015,1701885221,2023-12-06 09:57:46,haizi,exist search result,2023-12-06 09:57:48,11160-HAIZI-11730
2023-12-06,590559688.1697039751,1174,1701885534,2023-12-06 09:58:54,betaine,exist search result,,
2023-12-06,1250689209.1687287260,20142,1701884505,2023-12-06 09:58:59,jamaican dogwood powder,exist search result,,
2023-12-06,550044642.1603300262,647,1701883756,2023-12-06 09:59:13,FOS,exist search result,,
2023-12-06,184129812.1621550588,18756,1701885556,2023-12-06 09:59:17,Berberine,exist search result,,
2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:59:23,urosolic,no search result,,
2023-12-06,1554146859.1689890548,20439,1701884740,2023-12-06 09:59:34,silicon dioxide,exist search result,2023-12-06 09:59:52,84900-SUNHERE-11648
2023-12-06,1982520804.1634833261,8015,1701885221,2023-12-06 09:59:35,jinan jiuan,exist search result,2023-12-06 09:59:39,62300-JIUAN-11231
2023-12-06,1526884779.1622827891,690,1701885567,2023-12-06 09:59:36,gama linoleic acid,exist search result,,
2023-12-06,1394701665.1521219151,725,1701884839,2023-12-06 09:59:53,urosolic,no search result,2023-12-06 10:00:10,62100-PENGLAI-99999
2023-12-06,338299449.1619039181,5045,1701885574,2023-12-06 09:59:54,choline l-bitartrate,exist search result,2023-12-06 10:01:10,62306-JIUAN-11231
2023-12-06,1611195511.1699237449,3147,1701885324,2023-12-06 10:00:22,Gaba,exist search result,,
2023-12-06,184129812.1621550588,18756,1701885556,2023-12-06 10:00:31,Charantin,no search result,,
2023-12-06,350862529.1689014641,9616,1701883970,2023-12-06 10:00:40,guar gum,exist search result,,
2023-12-06,1844321490.1663101655,8182,1701885674,2023-12-06 10:01:14,Q10,exist search result,,
2023-12-06,1046686984.1644270982,9173,1701883845,2023-12-06 10:01:15,curcumin extract,exist search result,2023-12-06 10:07:01,107150-SHRI-11538
2023-12-06,1611195511.1699237449,3147,1701885324,2023-12-06 10:01:16,Gaba,exist search result,,
2023-12-06,184129812.1621550588,18756,1701885556,2023-12-06 10:01:23,Momordica charantia,exist search result,2023-12-06 10:02:30,109652-JKBP
2023-12-06,184129812.1621550588,18756,1701885556,2023-12-06 10:01:23,Momordica charantia,exist search result,2023-12-06 10:04:09,109279-NOVEL-12874
2023-12-06,178746399.1701885664,(not set),1701885663,2023-12-06 10:01:38,L-Proline,exist search result,,
2023-12-06,1611195511.1699237449,3147,1701885324,2023-12-06 10:01:39,Gaba,exist search result,2023-12-06 10:01:48,91200-TONGSHENG-99999
2023-12-06,178746399.1701885664,647,1701885663,2023-12-06 10:01:45,L-Proline,exist search result,,
2023-12-06,1122635106.1699982956,15537,1701884358,2023-12-06 10:01:47,cellulose,exist search result,2023-12-06 10:02:13,33802-SIGACHI-11403
2023-12-06,1844321490.1663101655,8182,1701885674,2023-12-06 10:01:49,SG,exist search result,,
2023-12-06,1360005854.1701885758,(not set),1701885758,2023-12-06 10:02:53,guarana,exist search result,,
2023-12-06,1844321490.1663101655,8182,1701885674,2023-12-06 10:03:04,prenatal,exist search result,,
2023-12-06,1982520804.1634833261,8015,1701885221,2023-12-06 10:03:23,yuwei,exist search result,2023-12-06 10:03:24,
2023-12-06,1360005854.1701885758,360,1701885758,2023-12-06 10:03:26,guarana,exist search result,,
2023-12-06,1369003853.1669223331,12973,1701885816,2023-12-06 10:03:39,carnitine,exist search result,,
2023-12-06,945780799.1701885305,659,1701885304,2023-12-06 10:03:43,Quercetin Dihydrate P.E. 95%,exist search result,2023-12-06 10:06:47,107663-HITECH-10260
2023-12-06,1512995406.1695145534,18939,1701885785,2023-12-06 10:03:44,shea butter,exist search result,,
2023-12-06,1369003853.1669223331,12973,1701885816,2023-12-06 10:03:46,Methylliberine,no search result,,
2023-12-06,48562632.1681753542,15753,1701885715,2023-12-06 10:04:49,spirulina,exist search result,,
